EmployeeNumber,Surname,GivenName,Gender,JobTitle,DepartmentName,StoreLocation,Division,Age,LengthService,AbsentHours,BusinessUnit
7751,Wesley,Roseann,F,Dairy Person,Dairy,Vancouver,Stores,56.63005143,3.454970232,171.7821955,Stores
7752,Favors,Michelle,F,Cashier,Customer Service,Princeton,Stores,44.90490548,7.105427702,119.0108367,Stores
7753,Graham,Justin,M,Cashier,Customer Service,Aldergrove,Stores,43.45155321,2.946153516,73.71719101,Stores
7754,Johnson,Carrol,F,Cashier,Customer Service,Kamloops,Stores,66.43637131,2.039462863,174.3157145,Stores
7755,Foster,Timothy,M,Dairy Person,Dairy,Vancouver,Stores,27.50659279,3.571431937,0,Stores
7756,Nicklas,Penny,F,Cashier,Customer Service,Nanaimo,Stores,43.18635806,6.209886135,26.87929486,Stores
7757,Crosby,Margaret,F,Cashier,Customer Service,Squamish,Stores,37.86731984,3.654500905,14.5278775,Stores
7758,Doiron,Penny,F,Baker,Bakery,Haney,Stores,48.69456618,2.738130046,78.17146181,Stores
7759,Selvidge,Rebecca,F,Cashier,Customer Service,Prince George,Stores,58.62456259,5.157856816,129.2873707,Stores
7760,Pimentel,Brian,M,Dairy Person,Dairy,Vancouver,Stores,43.55931995,4.794258329,110.4510702,Stores
7761,Sartor,Norma,F,Dairy Person,Dairy,Vancouver,Stores,50.32681804,4.978387416,101.0035779,Stores
7762,Starbuck,James,M,Cashier,Customer Service,Vernon,Stores,36.54120169,4.773065834,26.82072246,Stores
7763,Lambert,Elbert,M,Cashier,Customer Service,Trail,Stores,44.56063462,3.252217047,53.44508511,Stores
7764,Spikes,Ida,F,Dairy Person,Dairy,Vancouver,Stores,47.18626078,2.896037819,114.6895922,Stores
7765,Just,Theresa,F,Dairy Person,Dairy,Vancouver,Stores,37.17019313,5.840148174,21.83708336,Stores
7766,Knisley,Richard,M,Cashier,Customer Service,Kamloops,Stores,43.38550125,3.953859042,95.12143763,Stores
7767,Murphy,Anita,F,Cashier,Customer Service,Nanaimo,Stores,30.31224276,3.687020403,13.49555821,Stores
7768,Moore,Rita,F,Dairy Person,Dairy,Vancouver,Stores,35.50993154,3.782557847,46.36382584,Stores
7769,Ford,Gary,M,Cashier,Customer Service,Nanaimo,Stores,44.1497595,5.022509266,62.57576388,Stores
7770,Jones,Ronald,M,Cashier,Customer Service,Kelowna,Stores,23.54020632,5.578377542,0,Stores
7771,Rhodes,Lillian,F,Cashier,Customer Service,Victoria,Stores,40.47540955,5.069383256,64.24829658,Stores
7772,Pappas,James,M,Dairy Person,Dairy,Vancouver,Stores,49.31086194,3.935773722,97.78829411,Stores
7773,Nutt,Thomas,M,Cashier,Customer Service,Terrace,Stores,42.47705692,2.522180496,43.97236888,Stores
7774,Swank,Jason,M,Cashier,Customer Service,Kamloops,Stores,46.20042753,5.53064814,108.8574157,Stores
7775,Knight,Edith,F,Cashier,Customer Service,Williams Lake,Stores,52.13783956,4.637844649,134.192321,Stores
7776,McKillip,Esteban,M,Cashier,Customer Service,Kamloops,Stores,58.52924246,5.190886977,152.2400772,Stores
7777,Blanding,Donna,F,Cashier,Customer Service,Victoria,Stores,43.80320349,1.262740136,119.2309641,Stores
7778,Gay,Thomas,M,Cashier,Customer Service,Dawson Creek,Stores,36.15691068,0.965206634,0,Stores
7779,Ferguson,Terrance,M,Shelf Stocker,Processed Foods,Fort St John,Stores,43.92989689,4.014960581,31.55910808,Stores
7780,Rhodes,Joshua,M,Dairy Person,Dairy,Vancouver,Stores,46.78813794,1.943254425,37.92997566,Stores
7781,Harris,Marvin,M,Cashier,Customer Service,Squamish,Stores,52.91854573,4.667360807,82.20895802,Stores
7782,Kee,Jessica,F,Cashier,Customer Service,Surrey,Stores,45.64511257,5.016742503,69.21829203,Stores
7783,Martin,Anita,F,Cashier,Customer Service,Nanaimo,Stores,48.554988,2.879232696,116.831468,Stores
7784,Bailey,Colleen,F,Cashier,Customer Service,Terrace,Stores,37.34986319,5.901554807,12.67737924,Stores
7785,Barrett,Henry,M,Cashier,Customer Service,Langley,Stores,53.90742559,4.773014782,72.9834846,Stores
7786,Johnson,Connie,F,Dairy Person,Dairy,Vancouver,Stores,44.39333992,5.647830573,28.51704498,Stores
7787,Cantero,Gene,M,Cashier,Customer Service,Vernon,Stores,29.59542612,7.669507234,0,Stores
7788,Howard,Neva,F,Cashier,Customer Service,Squamish,Stores,40.96461737,5.453012837,34.58327635,Stores
7789,Souder,Jorge,M,Dairy Person,Dairy,Vancouver,Stores,45.08440126,5.809322781,55.02628257,Stores
7790,Bingham,Courtney,F,Cashier,Customer Service,Kelowna,Stores,33.51373028,6.026355226,75.98844219,Stores
7791,Marshall,Alysia,F,Cashier,Customer Service,Kamloops,Stores,52.32751901,4.098414469,144.8807781,Stores
7792,Gibson,Virginia,F,Dairy Person,Dairy,Vancouver,Stores,41.51725159,6.500303721,63.71158251,Stores
7793,Ross,Mary,F,Dairy Person,Dairy,Vancouver,Stores,46.42941682,2.576332259,90.36325672,Stores
7794,Taylor,Benjamin,M,Cashier,Customer Service,Squamish,Stores,46.52665277,3.466325274,52.28905193,Stores
7795,Marguez,Quyen,F,Cashier,Customer Service,Trail,Stores,36.7533558,5.168151577,38.48818071,Stores
7796,Fleury,Susanna,F,Cashier,Customer Service,Surrey,Stores,72.075898,2.708077848,215.6949858,Stores
7797,Waddell,Denise,F,Shelf Stocker,Processed Foods,New Westminister,Stores,29.98909172,7.110742495,18.06864614,Stores
7798,McAlpin,Eric,M,Cashier,Customer Service,Chilliwack,Stores,34.25877763,6.614537573,12.85055815,Stores
7799,Byfield,John,M,Cashier,Customer Service,Kamloops,Stores,51.3110595,5.508717382,97.28755314,Stores
7800,Wagner,Jaime,F,Cashier,Customer Service,Prince George,Stores,45.79301746,5.355989545,80.19574645,Stores
7801,Frink,Paula,F,Dairy Person,Dairy,Abbotsford,Stores,66.11818799,3.404359283,187.962237,Stores
7802,McDowell,Anna,F,Cashier,Customer Service,Terrace,Stores,36.1108637,7.187126873,12.92735615,Stores
7803,Koster,Anne,F,Dairy Person,Dairy,Vancouver,Stores,59.99059409,2.997346794,203.1040169,Stores
7804,Houseman,Jack,M,Cashier,Customer Service,Richmond,Stores,47.52056139,2.943414211,53.0507072,Stores
7805,Weaver,Blair,F,Cashier,Customer Service,New Westminister,Stores,56.80623052,4.824026647,140.1813467,Stores
7806,Burdette,Jessica,F,Cashier,Customer Service,Prince George,Stores,43.80087047,3.933598614,91.41173111,Stores
7807,Ring,Lorenzo,M,Cashier,Customer Service,Victoria,Stores,40.06251045,4.917156856,22.11565272,Stores
7808,Jenkins,Lorraine,F,Cashier,Customer Service,Kamloops,Stores,45.46964663,5.052700202,61.97985003,Stores
7809,Sweeney,Christine,F,Cashier,Customer Service,Surrey,Stores,47.06611745,4.503904937,80.24600223,Stores
7810,Delagarza,Debbie,F,Dairy Person,Dairy,Vancouver,Stores,39.33734035,4.180477053,37.03905248,Stores
7811,Minjares,Kimberly,F,Cashier,Customer Service,Nanaimo,Stores,46.8064049,4.983318444,82.17944721,Stores
7812,Nicholson,John,M,Cashier,Customer Service,Langley,Stores,35.95096557,5.415701692,0,Stores
7813,Caldwell,Jacob,M,Cashier,Customer Service,Chilliwack,Stores,39.7665028,4.597171561,47.87589525,Stores
7814,Sharp,Melissa,F,Cashier,Customer Service,Victoria,Stores,52.27225832,2.627400668,152.461285,Stores
7815,Peart,Jodie,F,Cashier,Customer Service,Port Coquitlam,Stores,28.02122306,6.621952115,0,Stores
7816,Ruiz,Linda,F,Shelf Stocker,Processed Foods,New Westminster,Stores,40.34830647,3.271675682,42.15690765,Stores
7817,Doe,Elliot,M,Dairy Person,Dairy,Vancouver,Stores,34.99659667,3.737117169,28.78630313,Stores
7818,Carbaugh,James,M,Cashier,Customer Service,North Vancouver,Stores,53.58785485,4.930067098,125.9175916,Stores
7819,Thurston,Toby,M,Cashier,Customer Service,West Vancouver,Stores,35.88595312,4.759349819,0,Stores
7820,Duncan,Janene,F,Cashier,Customer Service,Richmond,Stores,51.41633173,5.733221564,91.75775513,Stores
7821,Olson,Willie,M,Dairy Person,Dairy,Vancouver,Stores,44.20041465,5.414889164,56.28338555,Stores
7822,Lingerfelt,Luz,F,Shelf Stocker,Processed Foods,Fort St John,Stores,31.05068551,4.776386302,7.571481405,Stores
7823,Stewart,Jordan,M,Dairy Person,Dairy,Vancouver,Stores,39.49575421,2.734375601,0,Stores
7824,Gomez,Edward,M,Cashier,Customer Service,Prince George,Stores,35.94381708,2.540727299,40.20426652,Stores
7825,Roderick,Rose,F,Cashier,Customer Service,Victoria,Stores,43.82632929,1.525497193,68.28537939,Stores
7826,Aldrich,Clyde,M,Shelf Stocker,Processed Foods,New Westminster,Stores,39.12761963,5.058776548,29.09512126,Stores
7827,Bannister,Juanita,F,Shelf Stocker,Processed Foods,Cranbrook,Stores,45.31735419,5.230113872,92.54308018,Stores
7828,Hornbuckle,John,M,Dairy Person,Dairy,Vancouver,Stores,50.10518577,4.554048608,100.0834111,Stores
7829,Woods,Richard,M,Cashier,Customer Service,Bella Bella,Stores,56.92882978,3.998302091,69.78132512,Stores
7830,Innes,Ralph,M,Cashier,Customer Service,Richmond,Stores,47.72291656,6.572456079,105.4918853,Stores
7831,Johnson,Cynthia,F,Dairy Person,Dairy,Vancouver,Stores,55.1593459,8.002223053,109.6390869,Stores
7832,McDermott,Paul,M,Cashier,Customer Service,Nanaimo,Stores,34.98580149,2.357040715,48.81291348,Stores
7833,Williamson,Justin,M,Cashier,Customer Service,Chilliwack,Stores,37.37387465,3.700031873,51.64991472,Stores
7834,Frost,Tommy,M,Dairy Person,Dairy,Burnaby,Stores,32.08851139,3.992464404,0,Stores
7835,Goodnight,Mae,F,Dairy Person,Dairy,Vancouver,Stores,41.71678939,3.465990283,82.74859353,Stores
7836,Harty,John,M,Cashier,Customer Service,Kamloops,Stores,58.4408371,6.883305011,144.6673017,Stores
7837,Pinson,Robin,F,Shelf Stocker,Processed Foods,Vancouver,Stores,35.73210913,5.5258225,18.65387631,Stores
7838,Machado,Mildred,F,Shelf Stocker,Processed Foods,Vancouver,Stores,26.55951376,4.751960273,0,Stores
7839,Pablo,Grace,F,Cashier,Customer Service,Port Coquitlam,Stores,33.30025805,2.618138785,19.45378747,Stores
7840,Williams,William,M,Cashier,Customer Service,Nanaimo,Stores,48.29715499,5.288712291,74.95603057,Stores
7841,Bell,Roselyn,F,Cashier,Customer Service,Nanaimo,Stores,32.3180062,4.592916144,29.67977383,Stores
7842,Fulton,Mary,F,Shelf Stocker,Processed Foods,Vancouver,Stores,17.29746571,1.724435083,0,Stores
7843,Daye,Brian,M,Shelf Stocker,Processed Foods,Cranbrook,Stores,34.35213121,5.971104171,65.40753673,Stores
7844,Hooper,David,M,Shelf Stocker,Processed Foods,Vancouver,Stores,30.95177734,5.095071586,10.15642856,Stores
7845,Siller,James,M,Cashier,Customer Service,Prince George,Stores,46.12785504,3.488881527,75.60696939,Stores
7846,Murrell,Catherine,F,Shelf Stocker,Processed Foods,Vancouver,Stores,45.16525642,3.013461445,90.15413008,Stores
7847,Nagle,George,M,Shelf Stocker,Processed Foods,Vancouver,Stores,46.98870549,6.582390426,99.94199457,Stores
7848,Yang,Gilbert,M,Cashier,Customer Service,Nanaimo,Stores,41.71372355,6.209883914,31.89376547,Stores
7849,Orellana,Robert,M,Cashier,Customer Service,Squamish,Stores,53.94831093,6.222912472,112.1143258,Stores
7850,Brier,Fred,M,Shelf Stocker,Processed Foods,Vancouver,Stores,43.58818555,4.073698117,11.88716565,Stores
7851,Gonzalez,Carol,F,Cashier,Customer Service,Nanaimo,Stores,58.07186126,3.831857945,148.5577687,Stores
7852,Freeman,Margarita,F,Cashier,Customer Service,Nanaimo,Stores,37.67394552,2.373338159,63.68813269,Stores
7853,Cronin,Michelle,F,Cashier,Customer Service,Richmond,Stores,42.73500382,6.254901625,43.82493483,Stores
7854,Gould,Dora,F,Cashier,Customer Service,Princeton,Stores,40.58970502,6.095158021,78.30144749,Stores
7855,Dubois,Richard,M,Shelf Stocker,Processed Foods,Vancouver,Stores,35.1417468,4.400322374,30.67413193,Stores
7856,Holder,Katrina,F,Dairy Person,Dairy,Haney,Stores,43.91545625,3.932393181,34.37753785,Stores
7857,Davis,Rebecca,F,Cashier,Customer Service,Nanaimo,Stores,34.18816571,4.314399924,38.49705227,Stores
7858,Chafin,Joy,F,Cashier,Customer Service,New Westminster,Stores,32.59704637,4.635311098,0,Stores
7859,Earley,Garfield,M,Cashier,Customer Service,Quesnel,Stores,34.0712477,2.83995635,1.110152469,Stores
7860,Keith,Freda,F,Shelf Stocker,Processed Foods,Cranbrook,Stores,52.52738778,5.134579373,131.0161038,Stores
7861,Williams,Nancy,F,Cashier,Customer Service,Prince George,Stores,34.62452653,6.50588533,50.86710689,Stores
7862,Lancaster,Ofelia,F,Cashier,Customer Service,New Westminster,Stores,41.00866102,4.185263425,75.74935924,Stores
7863,Love,Janet,F,Cashier,Customer Service,Victoria,Stores,43.2743877,3.263778392,81.48930466,Stores
7864,Savoie,Helen,F,Cashier,Customer Service,Kelowna,Stores,50.48721685,5.313227389,113.7193971,Stores
7865,Sims,James,M,Cashier,Customer Service,North Vancouver,Stores,33.97719448,6.256980624,0,Stores
7866,Willis,Christopher,M,Cashier,Customer Service,Kelowna,Stores,16.74355374,3.424540329,0,Stores
7867,Burkhart,Keith,M,Shelf Stocker,Processed Foods,Vancouver,Stores,50.19622696,3.998516318,73.1118807,Stores
7868,Lee,Wilbert,M,Cashier,Customer Service,Kamloops,Stores,41.5878519,2.714960834,25.10581642,Stores
7869,Wessel,Clara,F,Shelf Stocker,Processed Foods,Vancouver,Stores,57.45625713,4.596968755,139.3072456,Stores
7870,Hartley,Pamela,F,Cashier,Customer Service,Kelowna,Stores,53.6846219,2.995112718,73.60600907,Stores
7871,McFarlin,William,M,Cashier,Customer Service,Vernon,Stores,42.8815531,4.568749667,0,Stores
7872,Barrett,Kristen,F,Dairy Person,Dairy,Burnaby,Stores,49.71986438,4.362211799,114.5118495,Stores
7873,Delacruz,Marion,F,Cashier,Customer Service,Prince George,Stores,50.85096649,8.307190821,93.09146706,Stores
7874,Dunn,Mary,F,Cashier,Customer Service,New Westminster,Stores,36.76731548,7.712919944,35.6460647,Stores
7875,Berardi,Renna,F,Cashier,Customer Service,Prince George,Stores,48.47371327,5.470649025,93.47804833,Stores
7876,Moore,Harry,M,Shelf Stocker,Processed Foods,Vancouver,Stores,47.56531619,2.832395207,93.48948215,Stores
7877,Perkinson,Cassandra,F,Dairy Person,Dairy,Abbotsford,Stores,40.21489695,5.025824125,34.22583353,Stores
7878,Macias,Glenna,F,Cashier,Customer Service,Williams Lake,Stores,40.27271604,2.365927143,134.7333324,Stores
7879,Kendall,Gary,M,Dairy Person,Dairy,Abbotsford,Stores,57.28967672,2.311678478,132.4393795,Stores
7880,Hardnett,Jessica,F,Cashier,Customer Service,New Westminster,Stores,52.20230087,8.070754661,122.9531893,Stores
7881,Quarles,Nora,F,Cashier,Customer Service,Richmond,Stores,46.14698171,2.79545787,102.9252891,Stores
7882,Koch,Ardis,F,Shelf Stocker,Processed Foods,Vancouver,Stores,20.75395606,5.264684974,0,Stores
7883,Logan,James,M,Shelf Stocker,Processed Foods,Vancouver,Stores,32.91570275,7.047870048,0,Stores
7884,Herman,Charles,M,Cashier,Customer Service,Kelowna,Stores,27.02017753,4.731949421,0,Stores
7885,Bitter,Alisha,F,Cashier,Customer Service,Victoria,Stores,33.64987016,2.759761693,59.51625548,Stores
7886,Hanson,Mary,F,Cashier,Customer Service,New Westminster,Stores,40.43317756,4.090552783,47.10162925,Stores
7887,Jarvis,Carl,M,Shelf Stocker,Processed Foods,Vancouver,Stores,40.22825003,4.445626729,45.34210301,Stores
7888,Howell,Mary,F,Cashier,Customer Service,New Westminster,Stores,50.5008626,4.208232365,116.8714828,Stores
7889,Giblin,Paola,F,Cashier,Customer Service,Trail,Stores,40.87495492,5.026984733,51.86745753,Stores
7890,Perry,Elias,M,Shelf Stocker,Processed Foods,Vancouver,Stores,48.50461372,6.545323752,56.82873461,Stores
7891,Potter,Frances,F,Shelf Stocker,Processed Foods,Vancouver,Stores,20.62665737,7.859192872,0,Stores
7892,Bryant,Cynthia,F,Cashier,Customer Service,Langley,Stores,53.43912939,4.694389141,187.5065327,Stores
7893,Childs,Lou,F,Cashier,Customer Service,Surrey,Stores,54.3031471,3.541950189,107.9082122,Stores
7894,Williams,Judy,F,Cashier,Customer Service,Nanaimo,Stores,57.95736766,4.190082209,155.1193969,Stores
7895,Mort,Daniel,M,Cashier,Customer Service,New Westminster,Stores,50.42929393,5.284828124,34.2212416,Stores
7896,Bissett,James,M,Shelf Stocker,Processed Foods,Vancouver,Stores,42.28486303,4.108180713,24.30061547,Stores
7897,Iversen,Judy,F,Shelf Stocker,Processed Foods,Vancouver,Stores,42.93014423,6.635776338,85.77020473,Stores
7898,Johnson,Kelly,F,Cashier,Customer Service,Trail,Stores,27.41475415,4.997916844,11.85110049,Stores
7899,Owens,Kristi,F,Cashier,Customer Service,New Westminster,Stores,62.43290196,5.142368897,166.4633407,Stores
7900,McNeill,Rico,M,Shelf Stocker,Processed Foods,Vancouver,Stores,31.50571627,4.964842508,0,Stores
7901,Pham,Tommie,M,Shelf Stocker,Processed Foods,Vancouver,Stores,46.88084111,3.443790312,36.45462263,Stores
7902,Pugh,Brian,M,Cashier,Customer Service,Nanaimo,Stores,45.77403242,4.281190435,13.91581314,Stores
7903,Rodriguez,Jamie,F,Cashier,Customer Service,Quesnel,Stores,41.19791519,4.497432469,47.13929255,Stores
7904,Jones,Mary,F,Shelf Stocker,Processed Foods,Fort St John,Stores,54.75569088,2.787279639,138.0160302,Stores
7905,Edwards,William,M,Shelf Stocker,Processed Foods,Vancouver,Stores,26.90635271,4.167001715,0,Stores
7906,Jefferson,Ellen,F,Shelf Stocker,Processed Foods,Vancouver,Stores,31.94082583,7.204714705,9.856728116,Stores
7907,Beede,Annemarie,F,Cashier,Customer Service,New Westminster,Stores,51.34030763,5.3454062,119.381104,Stores
7908,Whelchel,Mark,M,Cashier,Customer Service,Kamloops,Stores,37.5874727,0.465382387,14.21134174,Stores
7909,Stone,Catherine,F,Cashier,Customer Service,Prince George,Stores,48.42332369,4.61906824,83.53416301,Stores
7910,Luttrell,Joann,F,Cashier,Customer Service,Victoria,Stores,31.82676598,5.663359439,31.79368646,Stores
7911,Lillis,Javier,M,Cashier,Customer Service,Fort Nelson,Stores,64.62878045,5.482876914,172.1734258,Stores
7912,Raymond,Jason,M,Cashier,Customer Service,Victoria,Stores,45.28594263,4.578738363,58.6281281,Stores
7913,Gantz,Phillip,M,Shelf Stocker,Processed Foods,Fort St John,Stores,30.95385277,2.738471143,0,Stores
7914,Forbush,John,M,Shelf Stocker,Processed Foods,Cranbrook,Stores,34.13572767,6.128701355,0,Stores
7915,Brenner,Amanda,F,Cashier,Customer Service,Richmond,Stores,33.78516192,5.683548976,73.27555196,Stores
7916,Crow,Arlette,F,Cashier,Customer Service,Langley,Stores,40.14317524,1.673013294,28.29667491,Stores
7917,Howell,Edward,M,Cashier,Customer Service,Kamloops,Stores,56.02839405,4.899391882,98.76059226,Stores
7918,Amezcua,Margaret,F,Dairy Person,Dairy,Burnaby,Stores,30.65091127,2.734484583,0,Stores
7919,Gothard,Emily,F,Shelf Stocker,Processed Foods,Vancouver,Stores,37.54890294,4.018416362,62.02766109,Stores
7920,Wang,Kathy,F,Cashier,Customer Service,Bella Bella,Stores,30.84838556,4.136059026,34.53548707,Stores
7921,McBride,Andrew,M,Shelf Stocker,Processed Foods,Vancouver,Stores,38.82833101,6.67128661,34.23989984,Stores
7922,Wolford,Dewayne,M,Shelf Stocker,Processed Foods,Vancouver,Stores,61.47853153,3.955511252,150.5897731,Stores
7923,Kaczmarek,Everett,M,Shelf Stocker,Processed Foods,Vancouver,Stores,48.09910991,4.49726052,75.8565759,Stores
7924,Santos,Michelle,F,Dairy Person,Dairy,Burnaby,Stores,33.30003702,2.799311895,0,Stores
7925,Novoa,Stephen,M,Cashier,Customer Service,New Westminster,Stores,42.08714263,2.625682589,68.92131424,Stores
7926,Evans,Thomas,M,Cashier,Customer Service,Prince George,Stores,23.96671853,3.401993901,0,Stores
7927,Allred,Leticia,F,Shelf Stocker,Processed Foods,Vancouver,Stores,41.55012919,2.764318193,34.09495931,Stores
7928,Pace,Dennis,M,Cashier,Customer Service,Prince George,Stores,41.70455516,4.32074941,50.87406795,Stores
7929,Vanallen,John,F,Cashier,Customer Service,Nanaimo,Stores,38.97449136,4.29362314,49.89226711,Stores
7930,Bigelow,Caroline,F,Cashier,Customer Service,Kelowna,Stores,59.14566621,4.811745651,230.1675705,Stores
7931,Miguel,Michael,M,Cashier,Customer Service,West Vancouver,Stores,46.45696605,6.521916233,94.50450536,Stores
7932,Rieke,Melinda,F,Cashier,Customer Service,Richmond,Stores,66.33898282,5.464499676,226.9210852,Stores
7933,Cortez,Erwin,M,Shelf Stocker,Processed Foods,Vancouver,Stores,44.79478765,6.593382167,75.34878878,Stores
7934,Edelman,Maria,F,Cashier,Customer Service,West Vancouver,Stores,34.72549454,6.919968208,11.25824695,Stores
7935,Goodall,Michael,M,Cashier,Customer Service,Nanaimo,Stores,39.44533865,5.61504177,50.49907785,Stores
7936,Smart,Martin,M,Cashier,Customer Service,Abbotsford,Stores,53.23437792,2.185784472,139.4902699,Stores
7937,Boettcher,Kerri,F,Shelf Stocker,Processed Foods,Vancouver,Stores,36.95310247,4.909587962,72.1255154,Stores
7938,Mobley,Deborah,F,Cashier,Customer Service,Nanaimo,Stores,50.37622664,5.524143507,124.3675726,Stores
7939,Maroney,Melanie,F,Cashier,Customer Service,Abbotsford,Stores,29.92297869,6.221473687,9.832824248,Stores
7940,Carter,Waylon,M,Dairy Person,Dairy,Burnaby,Stores,35.60940807,4.774427797,5.04748049,Stores
7941,Lopez,Clyde,M,Cashier,Customer Service,Prince George,Stores,24.82851909,3.37630104,0,Stores
7942,Craig,John,M,Cashier,Customer Service,Nanaimo,Stores,36.18427748,3.348987214,41.49586143,Stores
7943,Williams,Margaret,F,Cashier,Customer Service,Nanaimo,Stores,48.86217175,3.895154299,113.7171171,Stores
7944,Holder,Eveline,F,Dairy Person,Dairy,Burnaby,Stores,50.11479292,6.115584624,132.57953,Stores
7945,George,James,M,Cashier,Customer Service,Victoria,Stores,38.24010476,3.738441997,49.03221877,Stores
7946,Wright,Mike,M,Cashier,Customer Service,Abbotsford,Stores,38.74789726,6.588216611,18.41139768,Stores
7947,Hartley,Sheila,F,Cashier,Customer Service,Langley,Stores,52.46872528,6.091439656,103.0232813,Stores
7948,Medina,Carl,M,Dairy Person,Dairy,Burnaby,Stores,13.03614525,2.634287286,0,Stores
7949,Reynolds,Karin,F,Cashier,Customer Service,Fort Nelson,Stores,33.02761903,8.315512137,0,Stores
7950,Jones,Charles,M,Cashier,Customer Service,Trail,Stores,38.54354103,5.819382254,9.389092278,Stores
7951,Alvarado,Glenn,M,Shelf Stocker,Processed Foods,Vancouver,Stores,63.12337348,3.901259786,178.2477767,Stores
7952,Flynn,Elizabeth,F,Cashier,Customer Service,Richmond,Stores,39.45189278,3.862766208,51.34999663,Stores
7953,Reynolds,Judy,F,Dairy Person,Dairy,Burnaby,Stores,27.94196897,2.821660616,46.86875941,Stores
7954,Pfeffer,Julia,F,Shelf Stocker,Processed Foods,Vancouver,Stores,47.9934334,6.173205295,101.2053986,Stores
7955,Freeman,Trey,M,Cashier,Customer Service,Aldergrove,Stores,49.26599443,4.089700338,93.50036243,Stores
7956,Sloan,John,M,Cashier,Customer Service,Chilliwack,Stores,52.44365256,5.006638062,87.88520271,Stores
7957,Numbers,Tatiana,F,Cashier,Customer Service,North Vancouver,Stores,47.94394682,6.073377568,133.8997504,Stores
7958,Terry,Stephen,M,Shelf Stocker,Processed Foods,Vancouver,Stores,24.83935736,5.869928228,0,Stores
7959,Wells,Carol,F,Shelf Stocker,Processed Foods,Vancouver,Stores,39.98472454,3.079218282,55.45660535,Stores
7960,McDonough,Fred,M,Dairy Person,Dairy,Burnaby,Stores,60.70403957,4.465105868,142.3470859,Stores
7961,Anderson,Justin,M,Cashier,Customer Service,New Westminster,Stores,38.97564314,5.198837677,0,Stores
7962,McDade,Dominic,M,Cashier,Customer Service,Trail,Stores,34.05724525,3.968286661,33.83078876,Stores
7963,Hoover,Corine,F,Cashier,Customer Service,Nanaimo,Stores,42.87973832,7.064122306,41.87323249,Stores
7964,Young,Bruce,M,Cashier,Customer Service,Nanaimo,Stores,36.69998933,4.827602411,4.937503454,Stores
7965,Fanning,Mary,F,Dairy Person,Dairy,Burnaby,Stores,38.04322913,6.248429302,36.62948292,Stores
7966,Allen,Lisa,F,Dairy Person,Dairy,Burnaby,Stores,61.74308346,5.086134938,185.194366,Stores
7967,Estes,Dorthea,F,Cashier,Customer Service,Nanaimo,Stores,33.9776189,4.383967659,0,Stores
7968,Powers,Daniel,M,Shelf Stocker,Processed Foods,Vancouver,Stores,44.62112382,4.426271919,54.57731892,Stores
7969,White,Donald,M,Cashier,Customer Service,New Westminster,Stores,35.04322503,2.633759601,0,Stores
7970,Roberts,Carmen,M,Cashier,Customer Service,Victoria,Stores,28.31907575,5.507772517,0,Stores
7971,Lee,Martha,F,Cashier,Customer Service,West Vancouver,Stores,29.2278879,7.190619503,1.795941176,Stores
7972,Morton,Larry,M,Shelf Stocker,Processed Foods,Vancouver,Stores,42.17752651,4.280441851,59.62335494,Stores
7973,Jackson,Jennifer,F,Cashier,Customer Service,Princeton,Stores,56.1997033,3.735423469,163.595581,Stores
7974,Rippeon,Kimberly,F,Cashier,Customer Service,Terrace,Stores,65.45333564,6.591941587,179.235119,Stores
7975,Stout,Terry,M,Shelf Stocker,Processed Foods,Vancouver,Stores,54.01162819,1.781967883,101.36033,Stores
7976,Keene,Carmen,F,Cashier,Customer Service,Fort Nelson,Stores,46.02345773,5.431109145,82.85227074,Stores
7977,Golding,Merle,M,Cashier,Customer Service,Nanaimo,Stores,45.92987346,3.614015885,80.67828274,Stores
7978,Christian,Deborah,F,Cashier,Customer Service,Nanaimo,Stores,38.75307507,4.997003216,62.76133426,Stores
7979,Horton,Jennifer,F,Shelf Stocker,Processed Foods,Vancouver,Stores,40.96165745,4.807314606,52.76213242,Stores
7980,Richards,Pat,F,Cashier,Customer Service,Prince George,Stores,25.19926655,6.099409587,0,Stores
7981,Allison,Nicholas,M,Shelf Stocker,Processed Foods,Vancouver,Stores,51.37596895,4.352207467,96.92193937,Stores
7982,Carter,Aurora,F,Cashier,Customer Service,Chilliwack,Stores,39.77538256,5.769840455,96.60196618,Stores
7983,Hill,Linda,F,Cashier,Customer Service,Kamloops,Stores,42.32957407,3.993541427,69.40829157,Stores
7984,Coury,Sean,M,Cashier,Customer Service,North Vancouver,Stores,41.59862871,2.863481857,36.62946824,Stores
7985,Powers,Jessica,F,Cashier,Customer Service,Kelowna,Stores,43.83816402,5.212412228,103.7393375,Stores
7986,Allison,Audrey,F,Cashier,Customer Service,Terrace,Stores,62.33840344,5.518011566,194.1200138,Stores
7987,Moore,Janice,F,Cashier,Customer Service,Chilliwack,Stores,45.5569549,4.004956806,112.4847147,Stores
7988,Cole,William,M,Shelf Stocker,Processed Foods,Vancouver,Stores,31.16441029,3.872717595,0,Stores
7989,Horn,Marjorie,F,Cashier,Customer Service,Surrey,Stores,17.77086639,3.636214913,0,Stores
7990,Carr,Joan,F,Shelf Stocker,Processed Foods,Cranbrook,Stores,47.62988343,2.445844855,113.7663655,Stores
7991,McDowell,Michael,M,Cashier,Customer Service,Prince George,Stores,51.52205406,4.122124485,53.84769654,Stores
